,betweenness,closeness,degree,in degree,out degree,page rank,hits hub,hits authority
3036851230,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
3015605477,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
1019673422,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
73509664,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
3051698888,0.0,0.010025062656641603,0.015037593984962405,0.007518796992481203,0.007518796992481203,0.003069838480940384,0.001918580257372672,0.00010670036737201007
3035211041,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
1734817550,5.696058327637275e-05,0.007518796992481203,0.022556390977443608,0.007518796992481203,0.015037593984962405,0.0027244984117617945,0.0019222682833504817,0.00010670036737201011
3037264899,0.0,0.007518796992481203,0.022556390977443608,0.007518796992481203,0.015037593984962405,0.002318166920181111,0.0019551147714321976,0.00010954753989213515
579133028,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
49043059,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
569382995,0.0,0.0,0.03007518796992481,0.0,0.03007518796992481,0.001911835428600428,0.0019735617284197165,-0.0
51023058,0.0004667606513129411,0.24836284259034683,0.045112781954887216,0.03007518796992481,0.015037593984962405,0.0048426446072143275,0.0021952489303840896,0.0008595550738314989
2827812417,0.0,0.0,0.015037593984962405,0.0,0.015037593984962405,0.001911835428600428,0.0019222682833504817,-0.0
1556357336,0.046754881732951906,0.2510624387054593,0.11278195488721804,0.05263157894736842,0.06015037593984962,0.008976712609512943,0.0036980010797801324,0.001057000708607853
3053756746,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
